id,dataset,method,method_confidence_level,method_bias,method_recall_target,filename,row_count
6302,generic-paired-ris-Heart,1022_BUSCAR,0.95,2.0,0.8,generic-paired-ris-Heart_1022_BUSCAR_0.95_2.0_0.8.csv,89
6303,generic-paired-ris-Heart,1022_BUSCAR,0.95,2.0,0.9,generic-paired-ris-Heart_1022_BUSCAR_0.95_2.0_0.9.csv,89
6304,generic-paired-ris-Heart,1022_BUSCAR,0.95,2.0,0.95,generic-paired-ris-Heart_1022_BUSCAR_0.95_2.0_0.95.csv,89
6305,generic-paired-ris-Heart,1022_BUSCAR,0.95,2.0,0.99,generic-paired-ris-Heart_1022_BUSCAR_0.95_2.0_0.99.csv,89
6306,generic-paired-ris-Heart,1022_BUSCAR,0.95,5.0,0.8,generic-paired-ris-Heart_1022_BUSCAR_0.95_5.0_0.8.csv,89
6307,generic-paired-ris-Heart,1022_BUSCAR,0.95,5.0,0.9,generic-paired-ris-Heart_1022_BUSCAR_0.95_5.0_0.9.csv,89
6308,generic-paired-ris-Heart,1022_BUSCAR,0.95,5.0,0.95,generic-paired-ris-Heart_1022_BUSCAR_0.95_5.0_0.95.csv,89
6309,generic-paired-ris-Heart,1022_BUSCAR,0.95,5.0,0.99,generic-paired-ris-Heart_1022_BUSCAR_0.95_5.0_0.99.csv,89
6310,generic-paired-ris-Heart,1022_BUSCAR,0.99,1.0,0.8,generic-paired-ris-Heart_1022_BUSCAR_0.99_1.0_0.8.csv,179
6311,generic-paired-ris-Heart,1022_BUSCAR,0.99,1.0,0.9,generic-paired-ris-Heart_1022_BUSCAR_0.99_1.0_0.9.csv,179
6312,generic-paired-ris-Heart,1022_BUSCAR,0.99,1.0,0.95,generic-paired-ris-Heart_1022_BUSCAR_0.99_1.0_0.95.csv,179
6313,generic-paired-ris-Heart,1022_BUSCAR,0.99,1.0,0.99,generic-paired-ris-Heart_1022_BUSCAR_0.99_1.0_0.99.csv,179
6314,generic-paired-ris-Heart,1022_BUSCAR,0.99,10.0,0.8,generic-paired-ris-Heart_1022_BUSCAR_0.99_10.0_0.8.csv,179
6315,generic-paired-ris-Heart,1022_BUSCAR,0.99,10.0,0.9,generic-paired-ris-Heart_1022_BUSCAR_0.99_10.0_0.9.csv,179
6316,generic-paired-ris-Heart,1022_BUSCAR,0.99,10.0,0.95,generic-paired-ris-Heart_1022_BUSCAR_0.99_10.0_0.95.csv,179
6317,generic-paired-ris-Heart,1022_BUSCAR,0.99,10.0,0.99,generic-paired-ris-Heart_1022_BUSCAR_0.99_10.0_0.99.csv,179
6318,generic-paired-ris-Heart,1022_BUSCAR,0.99,2.0,0.8,generic-paired-ris-Heart_1022_BUSCAR_0.99_2.0_0.8.csv,179
6319,generic-paired-ris-Heart,1022_BUSCAR,0.99,2.0,0.9,generic-paired-ris-Heart_1022_BUSCAR_0.99_2.0_0.9.csv,179
6320,generic-paired-ris-Heart,1022_BUSCAR,0.99,2.0,0.95,generic-paired-ris-Heart_1022_BUSCAR_0.99_2.0_0.95.csv,179
6321,generic-paired-ris-Heart,1022_BUSCAR,0.99,2.0,0.99,generic-paired-ris-Heart_1022_BUSCAR_0.99_2.0_0.99.csv,179
6322,generic-paired-ris-Heart,1022_BUSCAR,0.99,5.0,0.8,generic-paired-ris-Heart_1022_BUSCAR_0.99_5.0_0.8.csv,179
6323,generic-paired-ris-Heart,1022_BUSCAR,0.99,5.0,0.9,generic-paired-ris-Heart_1022_BUSCAR_0.99_5.0_0.9.csv,179
6324,generic-paired-ris-Heart,1022_BUSCAR,0.99,5.0,0.95,generic-paired-ris-Heart_1022_BUSCAR_0.99_5.0_0.95.csv,179
6325,generic-paired-ris-Heart,1022_BUSCAR,0.99,5.0,0.99,generic-paired-ris-Heart_1022_BUSCAR_0.99_5.0_0.99.csv,179
6326,generic-paired-ris-Heart,1022_BUSCAR,0.9,1.0,0.8,generic-paired-ris-Heart_1022_BUSCAR_0.9_1.0_0.8.csv,89
6327,generic-paired-ris-Heart,1022_BUSCAR,0.9,1.0,0.9,generic-paired-ris-Heart_1022_BUSCAR_0.9_1.0_0.9.csv,89
6328,generic-paired-ris-Heart,1022_BUSCAR,0.9,1.0,0.95,generic-paired-ris-Heart_1022_BUSCAR_0.9_1.0_0.95.csv,89
6329,generic-paired-ris-Heart,1022_BUSCAR,0.9,1.0,0.99,generic-paired-ris-Heart_1022_BUSCAR_0.9_1.0_0.99.csv,89
6330,generic-paired-ris-Heart,1022_BUSCAR,0.9,10.0,0.8,generic-paired-ris-Heart_1022_BUSCAR_0.9_10.0_0.8.csv,89
6331,generic-paired-ris-Heart,1022_BUSCAR,0.9,10.0,0.9,generic-paired-ris-Heart_1022_BUSCAR_0.9_10.0_0.9.csv,89
6332,generic-paired-ris-Heart,1022_BUSCAR,0.9,10.0,0.95,generic-paired-ris-Heart_1022_BUSCAR_0.9_10.0_0.95.csv,89
6333,generic-paired-ris-Heart,1022_BUSCAR,0.9,10.0,0.99,generic-paired-ris-Heart_1022_BUSCAR_0.9_10.0_0.99.csv,89
6334,generic-paired-ris-Heart,1022_BUSCAR,0.9,2.0,0.8,generic-paired-ris-Heart_1022_BUSCAR_0.9_2.0_0.8.csv,89
6335,generic-paired-ris-Heart,1022_BUSCAR,0.9,2.0,0.9,generic-paired-ris-Heart_1022_BUSCAR_0.9_2.0_0.9.csv,89
6336,generic-paired-ris-Heart,1022_BUSCAR,0.9,2.0,0.95,generic-paired-ris-Heart_1022_BUSCAR_0.9_2.0_0.95.csv,89
6337,generic-paired-ris-Heart,1022_BUSCAR,0.9,2.0,0.99,generic-paired-ris-Heart_1022_BUSCAR_0.9_2.0_0.99.csv,89
6338,generic-paired-ris-Heart,1022_BUSCAR,0.9,5.0,0.8,generic-paired-ris-Heart_1022_BUSCAR_0.9_5.0_0.8.csv,89
6339,generic-paired-ris-Heart,1022_BUSCAR,0.9,5.0,0.9,generic-paired-ris-Heart_1022_BUSCAR_0.9_5.0_0.9.csv,89
6340,generic-paired-ris-Heart,1022_BUSCAR,0.9,5.0,0.95,generic-paired-ris-Heart_1022_BUSCAR_0.9_5.0_0.95.csv,89
6341,generic-paired-ris-Heart,1022_BUSCAR,0.9,5.0,0.99,generic-paired-ris-Heart_1022_BUSCAR_0.9_5.0_0.99.csv,89
6342,generic-paired-ris-Heart,1022_CURVE_FITTING,0.8,none,0.8,generic-paired-ris-Heart_1022_CURVE_FITTING_0.8_none_0.8.csv,890
6343,generic-paired-ris-Heart,1022_CURVE_FITTING,0.8,none,0.9,generic-paired-ris-Heart_1022_CURVE_FITTING_0.8_none_0.9.csv,890
6344,generic-paired-ris-Heart,1022_CURVE_FITTING,0.8,none,0.95,generic-paired-ris-Heart_1022_CURVE_FITTING_0.8_none_0.95.csv,890
6345,generic-paired-ris-Heart,1022_CURVE_FITTING,0.8,none,0.99,generic-paired-ris-Heart_1022_CURVE_FITTING_0.8_none_0.99.csv,890
6346,generic-paired-ris-Heart,1022_CURVE_FITTING,0.95,none,0.8,generic-paired-ris-Heart_1022_CURVE_FITTING_0.95_none_0.8.csv,890
6347,generic-paired-ris-Heart,1022_CURVE_FITTING,0.95,none,0.9,generic-paired-ris-Heart_1022_CURVE_FITTING_0.95_none_0.9.csv,890
6348,generic-paired-ris-Heart,1022_CURVE_FITTING,0.95,none,0.95,generic-paired-ris-Heart_1022_CURVE_FITTING_0.95_none_0.95.csv,890
6349,generic-paired-ris-Heart,1022_CURVE_FITTING,0.95,none,0.99,generic-paired-ris-Heart_1022_CURVE_FITTING_0.95_none_0.99.csv,890
6350,generic-paired-ris-Heart,1022_CURVE_FITTING,0.99,none,0.8,generic-paired-ris-Heart_1022_CURVE_FITTING_0.99_none_0.8.csv,890
6351,generic-paired-ris-Heart,1022_CURVE_FITTING,0.99,none,0.9,generic-paired-ris-Heart_1022_CURVE_FITTING_0.99_none_0.9.csv,890
6352,generic-paired-ris-Heart,1022_CURVE_FITTING,0.99,none,0.95,generic-paired-ris-Heart_1022_CURVE_FITTING_0.99_none_0.95.csv,890
6353,generic-paired-ris-Heart,1022_CURVE_FITTING,0.99,none,0.99,generic-paired-ris-Heart_1022_CURVE_FITTING_0.99_none_0.99.csv,890
6354,generic-paired-ris-Heart,1022_CURVE_FITTING,0.9,none,0.8,generic-paired-ris-Heart_1022_CURVE_FITTING_0.9_none_0.8.csv,890
6355,generic-paired-ris-Heart,1022_CURVE_FITTING,0.9,none,0.9,generic-paired-ris-Heart_1022_CURVE_FITTING_0.9_none_0.9.csv,890
6356,generic-paired-ris-Heart,1022_CURVE_FITTING,0.9,none,0.95,generic-paired-ris-Heart_1022_CURVE_FITTING_0.9_none_0.95.csv,890
6357,generic-paired-ris-Heart,1022_CURVE_FITTING,0.9,none,0.99,generic-paired-ris-Heart_1022_CURVE_FITTING_0.9_none_0.99.csv,890
6358,generic-paired-ris-Heart,1022_CurveFitting,nan,nan,0.8,generic-paired-ris-Heart_1022_CurveFitting_nan_nan_0.8.csv,90
6359,generic-paired-ris-Heart,1022_CurveFitting,nan,nan,0.9,generic-paired-ris-Heart_1022_CurveFitting_nan_nan_0.9.csv,90
6360,generic-paired-ris-Heart,1022_CurveFitting,nan,nan,0.95,generic-paired-ris-Heart_1022_CurveFitting_nan_nan_0.95.csv,90
6361,generic-paired-ris-Heart,1022_CurveFitting,nan,nan,0.99,generic-paired-ris-Heart_1022_CurveFitting_nan_nan_0.99.csv,90
6362,generic-paired-ris-Heart,1022_HEURISTIC_FIX,nan,nan,nan,generic-paired-ris-Heart_1022_HEURISTIC_FIX_nan_nan_nan.csv,360
6363,generic-paired-ris-Heart,1022_HEURISTIC_FIX,nan,none,nan,generic-paired-ris-Heart_1022_HEURISTIC_FIX_nan_none_nan.csv,1068
6364,generic-paired-ris-Heart,1022_HEURISTIC_FRAC,nan,nan,nan,generic-paired-ris-Heart_1022_HEURISTIC_FRAC_nan_nan_nan.csv,450
6365,generic-paired-ris-Heart,1022_HEURISTIC_FRAC,nan,none,nan,generic-paired-ris-Heart_1022_HEURISTIC_FRAC_nan_none_nan.csv,1335
6366,generic-paired-ris-Heart,1022_HEURISTIC_RANDOM,nan,none,0.8,generic-paired-ris-Heart_1022_HEURISTIC_RANDOM_nan_none_0.8.csv,267
6367,generic-paired-ris-Heart,1022_HEURISTIC_RANDOM,nan,none,0.9,generic-paired-ris-Heart_1022_HEURISTIC_RANDOM_nan_none_0.9.csv,267
6368,generic-paired-ris-Heart,1022_HEURISTIC_RANDOM,nan,none,0.95,generic-paired-ris-Heart_1022_HEURISTIC_RANDOM_nan_none_0.95.csv,267
6369,generic-paired-ris-Heart,1022_HEURISTIC_RANDOM,nan,none,0.99,generic-paired-ris-Heart_1022_HEURISTIC_RANDOM_nan_none_0.99.csv,267
6370,generic-paired-ris-Heart,1022_HEURISTIC_SCORES,nan,none,0.8,generic-paired-ris-Heart_1022_HEURISTIC_SCORES_nan_none_0.8.csv,1068
6371,generic-paired-ris-Heart,1022_HEURISTIC_SCORES,nan,none,0.9,generic-paired-ris-Heart_1022_HEURISTIC_SCORES_nan_none_0.9.csv,1068
6372,generic-paired-ris-Heart,1022_HEURISTIC_SCORES,nan,none,0.95,generic-paired-ris-Heart_1022_HEURISTIC_SCORES_nan_none_0.95.csv,1068
6373,generic-paired-ris-Heart,1022_HEURISTIC_SCORES,nan,none,0.99,generic-paired-ris-Heart_1022_HEURISTIC_SCORES_nan_none_0.99.csv,1068
6374,generic-paired-ris-Heart,1022_IPP,0.8,none,0.8,generic-paired-ris-Heart_1022_IPP_0.8_none_0.8.csv,1335
6375,generic-paired-ris-Heart,1022_IPP,0.8,none,0.9,generic-paired-ris-Heart_1022_IPP_0.8_none_0.9.csv,1335
6376,generic-paired-ris-Heart,1022_IPP,0.8,none,0.95,generic-paired-ris-Heart_1022_IPP_0.8_none_0.95.csv,1335
6377,generic-paired-ris-Heart,1022_IPP,0.8,none,0.99,generic-paired-ris-Heart_1022_IPP_0.8_none_0.99.csv,1335
6378,generic-paired-ris-Heart,1022_IPP,0.95,none,0.8,generic-paired-ris-Heart_1022_IPP_0.95_none_0.8.csv,1335
6379,generic-paired-ris-Heart,1022_IPP,0.95,none,0.9,generic-paired-ris-Heart_1022_IPP_0.95_none_0.9.csv,1335
6380,generic-paired-ris-Heart,1022_IPP,0.95,none,0.95,generic-paired-ris-Heart_1022_IPP_0.95_none_0.95.csv,1335
6381,generic-paired-ris-Heart,1022_IPP,0.95,none,0.99,generic-paired-ris-Heart_1022_IPP_0.95_none_0.99.csv,1335
6382,generic-paired-ris-Heart,1022_IPP,0.99,none,0.8,generic-paired-ris-Heart_1022_IPP_0.99_none_0.8.csv,1335
6383,generic-paired-ris-Heart,1022_IPP,0.99,none,0.9,generic-paired-ris-Heart_1022_IPP_0.99_none_0.9.csv,1335
6384,generic-paired-ris-Heart,1022_IPP,0.99,none,0.95,generic-paired-ris-Heart_1022_IPP_0.99_none_0.95.csv,1335
6385,generic-paired-ris-Heart,1022_IPP,0.99,none,0.99,generic-paired-ris-Heart_1022_IPP_0.99_none_0.99.csv,1335
6386,generic-paired-ris-Heart,1022_IPP,0.9,none,0.8,generic-paired-ris-Heart_1022_IPP_0.9_none_0.8.csv,1335
6387,generic-paired-ris-Heart,1022_IPP,0.9,none,0.9,generic-paired-ris-Heart_1022_IPP_0.9_none_0.9.csv,1335
6388,generic-paired-ris-Heart,1022_IPP,0.9,none,0.95,generic-paired-ris-Heart_1022_IPP_0.9_none_0.95.csv,1335
6389,generic-paired-ris-Heart,1022_IPP,0.9,none,0.99,generic-paired-ris-Heart_1022_IPP_0.9_none_0.99.csv,1335
6390,generic-paired-ris-Heart,1022_KNEE,nan,nan,nan,generic-paired-ris-Heart_1022_KNEE_nan_nan_nan.csv,1080
6391,generic-paired-ris-Heart,1022_KNEE,nan,none,nan,generic-paired-ris-Heart_1022_KNEE_nan_none_nan.csv,9612
6392,generic-paired-ris-Heart,1022_METHOD2399,nan,nan,nan,generic-paired-ris-Heart_1022_METHOD2399_nan_nan_nan.csv,270
6393,generic-paired-ris-Heart,1022_QUANT_CI,nan,none,0.8,generic-paired-ris-Heart_1022_QUANT_CI_nan_none_0.8.csv,801
6394,generic-paired-ris-Heart,1022_QUANT_CI,nan,none,0.9,generic-paired-ris-Heart_1022_QUANT_CI_nan_none_0.9.csv,801
6395,generic-paired-ris-Heart,1022_QUANT_CI,nan,none,0.95,generic-paired-ris-Heart_1022_QUANT_CI_nan_none_0.95.csv,801
6396,generic-paired-ris-Heart,1022_QUANT_CI,nan,none,0.99,generic-paired-ris-Heart_1022_QUANT_CI_nan_none_0.99.csv,801
6397,generic-paired-ris-Heart,1022_S-CAL,nan,0.9,0.8,generic-paired-ris-Heart_1022_S-CAL_nan_0.9_0.8.csv,801
6398,generic-paired-ris-Heart,1022_S-CAL,nan,0.9,0.9,generic-paired-ris-Heart_1022_S-CAL_nan_0.9_0.9.csv,801
6399,generic-paired-ris-Heart,1022_S-CAL,nan,0.9,0.95,generic-paired-ris-Heart_1022_S-CAL_nan_0.9_0.95.csv,801
6400,generic-paired-ris-Heart,1022_S-CAL,nan,0.9,0.99,generic-paired-ris-Heart_1022_S-CAL_nan_0.9_0.99.csv,801
6401,generic-paired-ris-Heart,1022_S-CAL,nan,1.05,0.8,generic-paired-ris-Heart_1022_S-CAL_nan_1.05_0.8.csv,801
6402,generic-paired-ris-Heart,1022_S-CAL,nan,1.05,0.9,generic-paired-ris-Heart_1022_S-CAL_nan_1.05_0.9.csv,801
6403,generic-paired-ris-Heart,1022_S-CAL,nan,1.05,0.95,generic-paired-ris-Heart_1022_S-CAL_nan_1.05_0.95.csv,801
6404,generic-paired-ris-Heart,1022_S-CAL,nan,1.05,0.99,generic-paired-ris-Heart_1022_S-CAL_nan_1.05_0.99.csv,801
6405,generic-paired-ris-Heart,1022_S-CAL,nan,1.0,0.8,generic-paired-ris-Heart_1022_S-CAL_nan_1.0_0.8.csv,801
6406,generic-paired-ris-Heart,1022_S-CAL,nan,1.0,0.9,generic-paired-ris-Heart_1022_S-CAL_nan_1.0_0.9.csv,801
6407,generic-paired-ris-Heart,1022_S-CAL,nan,1.0,0.95,generic-paired-ris-Heart_1022_S-CAL_nan_1.0_0.95.csv,801
6408,generic-paired-ris-Heart,1022_S-CAL,nan,1.0,0.99,generic-paired-ris-Heart_1022_S-CAL_nan_1.0_0.99.csv,801
6409,generic-paired-ris-Heart,1022_S-CAL,nan,1.1,0.8,generic-paired-ris-Heart_1022_S-CAL_nan_1.1_0.8.csv,801
6410,generic-paired-ris-Heart,1022_S-CAL,nan,1.1,0.9,generic-paired-ris-Heart_1022_S-CAL_nan_1.1_0.9.csv,801
6411,generic-paired-ris-Heart,1022_S-CAL,nan,1.1,0.95,generic-paired-ris-Heart_1022_S-CAL_nan_1.1_0.95.csv,801
6412,generic-paired-ris-Heart,1022_S-CAL,nan,1.1,0.99,generic-paired-ris-Heart_1022_S-CAL_nan_1.1_0.99.csv,801
6413,generic-paired-ris-Heart,1022_S-CAL,nan,1.2,0.8,generic-paired-ris-Heart_1022_S-CAL_nan_1.2_0.8.csv,801
6414,generic-paired-ris-Heart,1022_S-CAL,nan,1.2,0.9,generic-paired-ris-Heart_1022_S-CAL_nan_1.2_0.9.csv,801
6415,generic-paired-ris-Heart,1022_S-CAL,nan,1.2,0.95,generic-paired-ris-Heart_1022_S-CAL_nan_1.2_0.95.csv,801
6416,generic-paired-ris-Heart,1022_S-CAL,nan,1.2,0.99,generic-paired-ris-Heart_1022_S-CAL_nan_1.2_0.99.csv,801
6417,generic-paired-ris-Heart,1022_S-CAL,nan,1.3,0.8,generic-paired-ris-Heart_1022_S-CAL_nan_1.3_0.8.csv,801
6418,generic-paired-ris-Heart,1022_S-CAL,nan,1.3,0.9,generic-paired-ris-Heart_1022_S-CAL_nan_1.3_0.9.csv,801
6419,generic-paired-ris-Heart,1022_S-CAL,nan,1.3,0.95,generic-paired-ris-Heart_1022_S-CAL_nan_1.3_0.95.csv,801
6420,generic-paired-ris-Heart,1022_S-CAL,nan,1.3,0.99,generic-paired-ris-Heart_1022_S-CAL_nan_1.3_0.99.csv,801
6421,generic-paired-ris-Heart,1022_TM_QBCB,0.8,none,0.8,generic-paired-ris-Heart_1022_TM_QBCB_0.8_none_0.8.csv,1335
6422,generic-paired-ris-Heart,1022_TM_QBCB,0.8,none,0.9,generic-paired-ris-Heart_1022_TM_QBCB_0.8_none_0.9.csv,1335
6423,generic-paired-ris-Heart,1022_TM_QBCB,0.8,none,0.95,generic-paired-ris-Heart_1022_TM_QBCB_0.8_none_0.95.csv,1335
6424,generic-paired-ris-Heart,1022_TM_QBCB,0.8,none,0.99,generic-paired-ris-Heart_1022_TM_QBCB_0.8_none_0.99.csv,1335
6425,generic-paired-ris-Heart,1022_TM_QBCB,0.95,none,0.8,generic-paired-ris-Heart_1022_TM_QBCB_0.95_none_0.8.csv,1335
6426,generic-paired-ris-Heart,1022_TM_QBCB,0.95,none,0.9,generic-paired-ris-Heart_1022_TM_QBCB_0.95_none_0.9.csv,1335
6427,generic-paired-ris-Heart,1022_TM_QBCB,0.95,none,0.95,generic-paired-ris-Heart_1022_TM_QBCB_0.95_none_0.95.csv,1335
6428,generic-paired-ris-Heart,1022_TM_QBCB,0.95,none,0.99,generic-paired-ris-Heart_1022_TM_QBCB_0.95_none_0.99.csv,1335
6429,generic-paired-ris-Heart,1022_TM_QBCB,0.99,none,0.8,generic-paired-ris-Heart_1022_TM_QBCB_0.99_none_0.8.csv,1335
6430,generic-paired-ris-Heart,1022_TM_QBCB,0.99,none,0.9,generic-paired-ris-Heart_1022_TM_QBCB_0.99_none_0.9.csv,1335
6431,generic-paired-ris-Heart,1022_TM_QBCB,0.99,none,0.95,generic-paired-ris-Heart_1022_TM_QBCB_0.99_none_0.95.csv,1335
6432,generic-paired-ris-Heart,1022_TM_QBCB,0.99,none,0.99,generic-paired-ris-Heart_1022_TM_QBCB_0.99_none_0.99.csv,1335
6433,generic-paired-ris-Heart,1022_TM_QBCB,0.9,none,0.8,generic-paired-ris-Heart_1022_TM_QBCB_0.9_none_0.8.csv,1335
6434,generic-paired-ris-Heart,1022_TM_QBCB,0.9,none,0.9,generic-paired-ris-Heart_1022_TM_QBCB_0.9_none_0.9.csv,1335
6435,generic-paired-ris-Heart,1022_TM_QBCB,0.9,none,0.95,generic-paired-ris-Heart_1022_TM_QBCB_0.9_none_0.95.csv,1335
6436,generic-paired-ris-Heart,1022_TM_QBCB,0.9,none,0.99,generic-paired-ris-Heart_1022_TM_QBCB_0.9_none_0.99.csv,1335
6437,generic-paired-ris-Heart,1103_APRIORI,nan,none,0.8,generic-paired-ris-Heart_1103_APRIORI_nan_none_0.8.csv,1140
6438,generic-paired-ris-Heart,1103_APRIORI,nan,none,0.9,generic-paired-ris-Heart_1103_APRIORI_nan_none_0.9.csv,1140
6439,generic-paired-ris-Heart,1103_APRIORI,nan,none,0.95,generic-paired-ris-Heart_1103_APRIORI_nan_none_0.95.csv,1140
6440,generic-paired-ris-Heart,1103_APRIORI,nan,none,0.99,generic-paired-ris-Heart_1103_APRIORI_nan_none_0.99.csv,1140
6441,generic-paired-ris-Heart,1103_BATCHPRECISION,nan,none,nan,generic-paired-ris-Heart_1103_BATCHPRECISION_nan_none_nan.csv,2565
6442,generic-paired-ris-Heart,1103_CURVE_FITTING,0.8,none,0.8,generic-paired-ris-Heart_1103_CURVE_FITTING_0.8_none_0.8.csv,475
6443,generic-paired-ris-Heart,1103_CURVE_FITTING,0.8,none,0.9,generic-paired-ris-Heart_1103_CURVE_FITTING_0.8_none_0.9.csv,475
6444,generic-paired-ris-Heart,1103_CURVE_FITTING,0.8,none,0.95,generic-paired-ris-Heart_1103_CURVE_FITTING_0.8_none_0.95.csv,475
6445,generic-paired-ris-Heart,1103_CURVE_FITTING,0.8,none,0.99,generic-paired-ris-Heart_1103_CURVE_FITTING_0.8_none_0.99.csv,475
6446,generic-paired-ris-Heart,1103_CURVE_FITTING,0.95,none,0.8,generic-paired-ris-Heart_1103_CURVE_FITTING_0.95_none_0.8.csv,475
6447,generic-paired-ris-Heart,1103_CURVE_FITTING,0.95,none,0.9,generic-paired-ris-Heart_1103_CURVE_FITTING_0.95_none_0.9.csv,475
6448,generic-paired-ris-Heart,1103_CURVE_FITTING,0.95,none,0.95,generic-paired-ris-Heart_1103_CURVE_FITTING_0.95_none_0.95.csv,475
6449,generic-paired-ris-Heart,1103_CURVE_FITTING,0.95,none,0.99,generic-paired-ris-Heart_1103_CURVE_FITTING_0.95_none_0.99.csv,475
6450,generic-paired-ris-Heart,1103_CURVE_FITTING,0.99,none,0.8,generic-paired-ris-Heart_1103_CURVE_FITTING_0.99_none_0.8.csv,475
6451,generic-paired-ris-Heart,1103_CURVE_FITTING,0.99,none,0.9,generic-paired-ris-Heart_1103_CURVE_FITTING_0.99_none_0.9.csv,475
6452,generic-paired-ris-Heart,1103_CURVE_FITTING,0.99,none,0.95,generic-paired-ris-Heart_1103_CURVE_FITTING_0.99_none_0.95.csv,475
6453,generic-paired-ris-Heart,1103_CURVE_FITTING,0.99,none,0.99,generic-paired-ris-Heart_1103_CURVE_FITTING_0.99_none_0.99.csv,475
6454,generic-paired-ris-Heart,1103_CURVE_FITTING,0.9,none,0.8,generic-paired-ris-Heart_1103_CURVE_FITTING_0.9_none_0.8.csv,475
6455,generic-paired-ris-Heart,1103_CURVE_FITTING,0.9,none,0.9,generic-paired-ris-Heart_1103_CURVE_FITTING_0.9_none_0.9.csv,475
6456,generic-paired-ris-Heart,1103_CURVE_FITTING,0.9,none,0.95,generic-paired-ris-Heart_1103_CURVE_FITTING_0.9_none_0.95.csv,475
6457,generic-paired-ris-Heart,1103_CURVE_FITTING,0.9,none,0.99,generic-paired-ris-Heart_1103_CURVE_FITTING_0.9_none_0.99.csv,475
6458,generic-paired-ris-Heart,1103_HEURISTIC_FIX,nan,none,nan,generic-paired-ris-Heart_1103_HEURISTIC_FIX_nan_none_nan.csv,1140
6459,generic-paired-ris-Heart,1103_HEURISTIC_FRAC,nan,none,nan,generic-paired-ris-Heart_1103_HEURISTIC_FRAC_nan_none_nan.csv,1425
6460,generic-paired-ris-Heart,1103_HEURISTIC_RANDOM,nan,none,0.8,generic-paired-ris-Heart_1103_HEURISTIC_RANDOM_nan_none_0.8.csv,285
6461,generic-paired-ris-Heart,1103_HEURISTIC_RANDOM,nan,none,0.9,generic-paired-ris-Heart_1103_HEURISTIC_RANDOM_nan_none_0.9.csv,285
6462,generic-paired-ris-Heart,1103_HEURISTIC_RANDOM,nan,none,0.95,generic-paired-ris-Heart_1103_HEURISTIC_RANDOM_nan_none_0.95.csv,285
6463,generic-paired-ris-Heart,1103_HEURISTIC_RANDOM,nan,none,0.99,generic-paired-ris-Heart_1103_HEURISTIC_RANDOM_nan_none_0.99.csv,285
6464,generic-paired-ris-Heart,1103_HEURISTIC_SCORES,nan,none,0.8,generic-paired-ris-Heart_1103_HEURISTIC_SCORES_nan_none_0.8.csv,1140
6465,generic-paired-ris-Heart,1103_HEURISTIC_SCORES,nan,none,0.9,generic-paired-ris-Heart_1103_HEURISTIC_SCORES_nan_none_0.9.csv,1140
6466,generic-paired-ris-Heart,1103_HEURISTIC_SCORES,nan,none,0.95,generic-paired-ris-Heart_1103_HEURISTIC_SCORES_nan_none_0.95.csv,1140
6467,generic-paired-ris-Heart,1103_HEURISTIC_SCORES,nan,none,0.99,generic-paired-ris-Heart_1103_HEURISTIC_SCORES_nan_none_0.99.csv,1140
6468,generic-paired-ris-Heart,1103_IPP,0.8,none,0.8,generic-paired-ris-Heart_1103_IPP_0.8_none_0.8.csv,1425
6469,generic-paired-ris-Heart,1103_IPP,0.8,none,0.9,generic-paired-ris-Heart_1103_IPP_0.8_none_0.9.csv,1425
6470,generic-paired-ris-Heart,1103_IPP,0.8,none,0.95,generic-paired-ris-Heart_1103_IPP_0.8_none_0.95.csv,1425
6471,generic-paired-ris-Heart,1103_IPP,0.8,none,0.99,generic-paired-ris-Heart_1103_IPP_0.8_none_0.99.csv,1425
6472,generic-paired-ris-Heart,1103_IPP,0.95,none,0.8,generic-paired-ris-Heart_1103_IPP_0.95_none_0.8.csv,1425
6473,generic-paired-ris-Heart,1103_IPP,0.95,none,0.9,generic-paired-ris-Heart_1103_IPP_0.95_none_0.9.csv,1425
6474,generic-paired-ris-Heart,1103_IPP,0.95,none,0.95,generic-paired-ris-Heart_1103_IPP_0.95_none_0.95.csv,1425
6475,generic-paired-ris-Heart,1103_IPP,0.95,none,0.99,generic-paired-ris-Heart_1103_IPP_0.95_none_0.99.csv,1425
6476,generic-paired-ris-Heart,1103_IPP,0.99,none,0.8,generic-paired-ris-Heart_1103_IPP_0.99_none_0.8.csv,1425
6477,generic-paired-ris-Heart,1103_IPP,0.99,none,0.9,generic-paired-ris-Heart_1103_IPP_0.99_none_0.9.csv,1425
6478,generic-paired-ris-Heart,1103_IPP,0.99,none,0.95,generic-paired-ris-Heart_1103_IPP_0.99_none_0.95.csv,1425
6479,generic-paired-ris-Heart,1103_IPP,0.99,none,0.99,generic-paired-ris-Heart_1103_IPP_0.99_none_0.99.csv,1425
6480,generic-paired-ris-Heart,1103_IPP,0.9,none,0.8,generic-paired-ris-Heart_1103_IPP_0.9_none_0.8.csv,1425
6481,generic-paired-ris-Heart,1103_IPP,0.9,none,0.9,generic-paired-ris-Heart_1103_IPP_0.9_none_0.9.csv,1425
6482,generic-paired-ris-Heart,1103_IPP,0.9,none,0.95,generic-paired-ris-Heart_1103_IPP_0.9_none_0.95.csv,1425
6483,generic-paired-ris-Heart,1103_IPP,0.9,none,0.99,generic-paired-ris-Heart_1103_IPP_0.9_none_0.99.csv,1425
